11:29:46:479 -> ����� Round:859
11:29:46:479 -> Serial, Testing, Round:860
11:29:50:406 -> Serial, Testing, Round:2425
11:29:50:410 -> Serial, Testing, Round:2426
11:29:50:412 -> Serial, Testing, Round:2427
11:29:50:415 -> Serial, Testing, Round:2428
11:29:50:418 -> Serial, Testing, Round:2429
11:29:50:418 -> Serial, Testing, Round:2430
11:29:50:421 -> Serial, Testing, Round:2431
11:29:50:425 -> Serial, Testing, Round:2432
11:29:50:429 -> Serial, Testing, Round:2433
11:29:50:429 -> Serial, Testing, Round:2434
11:29:50:433 -> Serial, Testing, Round:2435
11:29:50:436 -> Serial, Testing, Round:2436
11:29:50:440 -> Serial, Testing, Round:2437
11:29:50:440 -> Serial, Testing, Round:2438
11:29:50:443 -> Serial, Testing, Round:2439
11:29:50:446 -> Serial, Testing, Round:2440
11:29:50:446 -> Serial, Testing, Round:2441
11:29:50:449 -> Serial, Testing, Round:2442
11:29:50:451 -> Serial, Testing, Round:2443
11:29:50:454 -> Serial, Testing, Round:2444
11:29:50:457 -> Serial, Testing, Round:2445
11:29:50:459 -> Serial, Testing, Round:2446
11:29:50:463 -> Serial, Testing, Round:2447
11:29:50:465 -> Serial, Testing, Round:2448
11:29:50:468 -> Serial, Testing, Round:2449
11:29:50:470 -> Serial, Testing, Round:2450
11:29:50:473 -> Serial, Testing, Round:2451
11:29:50:473 -> Serial, Testing, Round:2452
11:29:50:476 -> Serial, Testing, Round:2453
11:29:50:479 -> Serial, Testing, Round:2454
11:29:50:482 -> Serial, Testing, Round:2455
11:29:50:484 -> Serial, Testing, Round:2456
11:29:50:487 -> Serial, Testing, Round:2457
11:29:50:490 -> Serial, Testing, Round:2458
11:29:50:493 -> Serial, Testing, Round:2459
11:29:50:496 -> Serial, Testing, Round:2460
11:29:50:498 -> Serial, Testing, Round:2461
11:29:50:498 -> Serial, Testing, Round:2462
11:29:50:501 -> Serial, Testing, Round:2463
11:29:50:504 -> Serial, Testing, Round:2464
11:29:50:506 -> Serial, Testing, Round:2465
11:29:50:509 -> Serial, Testing, Round:2466
11:29:50:512 -> Serial, Testing, Round:2467
11:29:50:515 -> Serial, Testing, Round:2468
11:29:50:518 -> Serial, Testing, Round:2469
11:29:50:520 -> Serial, Testing, Round:2470
11:29:50:523 -> Serial, Testing, Round:2471
11:29:50:526 -> Serial, Testing, Round:2472
11:29:50:526 -> Serial, Testing, Round:2473
11:29:50:529 -> Serial, Testing, Round:2474
11:29:50:531 -> Serial, Testing, Round:2475
11:29:50:534 -> Serial, Testing, Round:2476
11:29:50:537 -> Serial, Testing, Round:2477
11:29:50:540 -> Serial, Testing, Round:2478
11:29:50:543 -> Serial, Testing, Round:2479
11:29:50:545 -> Serial, Testing, Round:2480
11:29:50:549 -> Serial, Testing, Round:2481
11:29:50:551 -> Serial, Testing, Round:2482
11:29:50:554 -> Serial, Testing, Round:2483
11:29:50:554 -> Serial, Testing, Round:2484
11:29:50:556 -> Serial, Testing, Round:2485
11:29:50:559 -> Serial, Testing, Round:2486
11:29:50:563 -> Serial, Testing, Round:2487
11:29:50:565 -> Serial, Testing, Round:2488
11:29:50:568 -> Serial, Testing, Round:2489
11:29:50:571 -> Serial, Testing, Round:2490
11:29:50:573 -> Serial, Testing, Round:2491
11:29:50:576 -> Serial, Testing, Round:2492
11:29:50:579 -> Serial, Testing, Round:2493
11:29:50:579 -> Serial, Testing, Round:2494
11:29:50:581 -> Serial, Testing, Round:2495
11:29:50:584 -> Serial, Testing, Round:2496
11:29:50:587 -> Serial, Testing, Round:2497
11:29:50:590 -> Serial, Testing, Round:2498
11:29:50:593 -> Serial, Testing, Round:2499
11:29:50:595 -> Serial, Testing, Round:2500
11:29:50:598 -> Serial, Testing, Round:2501
11:29:50:602 -> Serial, Testing, Round:2502
11:29:50:604 -> Serial, Testing, Round:2503
11:29:50:607 -> Serial, Testing, Round:2504
11:29:50:607 -> Serial, Testing, Round:2505
11:29:50:609 -> Serial, Testing, Round:2506
11:29:50:612 -> Serial, Testing, Round:2507
11:29:50:615 -> Serial, Testing, Round:2508
11:29:50:618 -> Serial, Testing, Round:2509
11:29:50:620 -> Serial, Testing, Round:2510
11:29:50:623 -> Serial, Testing, Round:2511
11:29:50:626 -> Serial, Testing, Round:2512
11:29:50:629 -> Serial, Testing, Round:2513
11:29:50:631 -> Serial, Testing, Round:2514
11:29:50:634 -> Serial, Testing, Round:2515
11:29:50:634 -> Serial, Testing, Round:2516
11:29:50:637 -> Serial, Testing, Round:2517
11:29:50:640 -> Serial, Testing, Round:2518
11:29:50:643 -> Serial, Testing, Round:2519
11:29:50:646 -> Serial, Testing, Round:2520
11:29:50:648 -> Serial, Testing, Round:2521
11:29:50:651 -> Serial, Testing, Round:2522
11:29:50:654 -> Serial, Testing, Round:2523
11:29:50:656 -> Serial, Testing, Round:2524
11:29:50:659 -> Serial, Testing, Round:2525
11:29:50:659 -> Serial, Testing, Round:2526
11:29:50:662 -> Serial, Testing, Round:2527
11:29:50:665 -> Serial, Testing, Round:2528
11:29:50:668 -> Serial, Testing, Round:2529
11:29:50:670 -> Serial, Testing, Round:2530
11:29:50:673 -> Serial, Testing, Round:2531
11:29:50:676 -> Serial, Testing, Round:2532
11:29:50:679 -> Serial, Testing, Round:2533
11:29:50:681 -> Serial, Testing, Round:2534
11:29:50:684 -> Serial, Testing, Round:2535
11:29:50:687 -> Serial, Testing, Round:2536
11:29:50:687 -> Serial, Testing, Round:2537
11:29:50:690 -> Serial, Testing, Round:2538
11:29:50:693 -> Serial, Testing, Round:2539
11:29:50:695 -> Serial, Testing, Round:2540
11:29:50:698 -> Serial, Testing, Round:2541
11:29:50:701 -> Serial, Testing, Round:2542
11:29:50:704 -> Serial, Testing, Round:2543
11:29:50:706 -> Serial, Testing, Round:2544
11:29:50:709 -> Serial, Testing, Round:2545
11:29:50:712 -> Serial, Testing, Round:2546
11:29:50:715 -> Serial, Testing, Round:2547
11:29:50:715 -> Serial, Testing, Round:2548
11:29:50:718 -> Serial, Testing, Round:2549
11:29:50:720 -> Serial, Testing, Round:2550
11:29:50:723 -> Serial, Testing, Round:2551
11:29:50:726 -> Serial, Testing, Round:2552
11:29:50:729 -> Serial, Testing, Round:2553
11:29:50:732 -> Serial, Testing, Round:2554
11:29:50:734 -> Serial, Testing, Round:2555
11:29:50:737 -> Serial, Testing, Round:2556
11:29:50:740 -> Serial, Testing, Round:2557
11:29:50:740 -> Serial, Testing, Round:2558
11:29:50:743 -> Serial, Testing, Round:2559
11:29:50:746 -> Serial, Testing, Round:2560
11:29:50:748 -> Serial, Testing, Round:2561
11:29:50:751 -> Serial, Testing, Round:2562
11:29:50:754 -> Serial, Testing, Round:2563
11:29:50:756 -> Serial, Testing, Round:2564
11:29:50:759 -> Serial, Testing, Round:2565
11:29:50:762 -> Serial, Testing, Round:2566
11:29:50:765 -> Serial, Testing, Round:2567
11:29:50:768 -> Serial, Testing, Round:2568
11:29:50:768 -> Serial, Testing, Round:2569
11:29:50:770 -> Serial, Testing, Round:2570
11:29:50:773 -> Serial, Testing, Round:2571
11:29:50:776 -> Serial, Testing, Round:2572
11:29:50:779 -> Serial, Testing, Round:2573
11:29:50:781 -> Serial, Testing, Round:2574
11:29:50:784 -> Serial, Testing, Round:2575
11:29:50:787 -> Serial, Testing, Round:2576
11:29:50:790 -> Serial, Testing, Round:2577
11:29:50:793 -> Serial, Testing, Round:2578
11:29:50:795 -> Serial, Testing, Round:2579
11:29:50:795 -> Serial, Testing, Round:2580
11:29:50:798 -> Serial, Testing, Round:2581
11:29:50:801 -> Serial, Testing, Round:2582
11:29:50:804 -> Serial, Testing, Round:2583
11:29:50:806 -> Serial, Testing, Round:2584
11:29:50:809 -> Serial, Testing, Round:2585
11:29:50:812 -> Serial, Testing, Round:2586
11:29:50:815 -> Serial, Testing, Round:2587
11:29:50:818 -> Serial, Testing, Round:2588
11:29:50:821 -> Serial, Testing, Round:2589
11:29:50:821 -> Serial, Testing, Round:2590
11:29:50:823 -> Serial, Testing, Round:2591
11:29:50:826 -> Serial, Testing, Round:2592
11:29:50:829 -> Serial, Testing, Round:2593
11:29:50:831 -> Serial, Testing, Round:2594
11:29:50:835 -> Serial, Testing, Round:2595
11:29:50:838 -> Serial, Testing, Round:2596
11:29:50:841 -> Serial, Testing, Round:2597
11:29:50:843 -> Serial, Testing, Round:2598
11:29:50:846 -> Serial, Testing, Round:2599
11:29:50:852 -> Serial, Testing, Round:2600
11:29:50:852 -> Serial, Testing, Round:2601
11:29:50:853 -> Serial, Testing, Round:2602
11:29:50:855 -> Serial, Testing, Round:2603
11:29:50:857 -> Serial, Testing, Round:2604
11:29:50:859 -> Serial, Testing, Round:2605
11:29:50:862 -> Serial, Testing, Round:2606
11:29:50:865 -> Serial, Testing, Round:2607
11:29:50:868 -> Serial, Testing, Round:2608
11:29:50:871 -> Serial, Testing, Round:2609
11:29:50:873 -> Serial, Testing, Round:2610
11:29:50:876 -> Serial, Testing, Round:2611
11:29:50:876 -> Serial, Testing, Round:2612
11:29:50:879 -> Serial, Testing, Round:2613
11:29:50:881 -> Serial, Testing, Round:2614
11:29:50:884 -> Serial, Testing, Round:2615
11:29:50:887 -> Serial, Testing, Round:2616
11:29:50:890 -> Serial, Testing, Round:2617
11:29:50:893 -> Serial, Testing, Round:2618
11:29:50:895 -> Serial, Testing, Round:2619
11:29:50:899 -> Serial, Testing, Round:2620
11:29:50:901 -> Serial, Testing, Round:2621
11:29:50:901 -> Serial, Testing, Round:2622
11:29:50:904 -> Serial, Testing, Round:2623
11:29:50:906 -> Serial, Testing, Round:2624
11:29:50:909 -> Serial, Testing, Round:2625
11:29:50:912 -> Serial, Testing, Round:2626
11:29:50:915 -> Serial, Testing, Round:2627
11:29:50:918 -> Serial, Testing, Round:2628
11:29:50:920 -> Serial, Testing, Round:2629
11:29:50:923 -> Serial, Testing, Round:2630
11:29:50:926 -> Serial, Testing, Round:2631
11:29:50:929 -> Serial, Testing, Round:2632
11:29:50:929 -> Serial, Testing, Round:2633
11:29:50:931 -> Serial, Testing, Round:2634
11:29:50:934 -> Serial, Testing, Round:2635
11:29:50:937 -> Serial, Testing, Round:2636
11:29:50:940 -> Serial, Testing, Round:2637
11:29:50:943 -> Serial, Testing, Round:2638
11:29:50:945 -> Serial, Testing, Round:2639
11:29:50:948 -> Serial, Testing, Round:2640
11:29:50:951 -> Serial, Testing, Round:2641
11:29:50:954 -> Serial, Testing, Round:2642
11:29:50:956 -> Serial, Testing, Round:2643
11:29:50:956 -> Serial, Testing, Round:2644
11:29:50:959 -> Serial, Testing, Round:2645
11:29:50:962 -> Serial, Testing, Round:2646
11:29:50:965 -> Serial, Testing, Round:2647
11:29:50:968 -> Serial, Testing, Round:2648
11:29:50:971 -> Serial, Testing, Round:2649
11:29:50:973 -> Serial, Testing, Round:2650
11:29:50:976 -> Serial, Testing, Round:2651
11:29:50:979 -> Serial, Testing, Round:2652
11:29:50:981 -> Serial, Testing, Round:2653
11:29:50:981 -> Serial, Testing, Round:2654
11:29:50:984 -> Serial, Testing, Round:2655
11:29:50:987 -> Serial, Testing, Round:2656
11:29:50:990 -> Serial, Testing, Round:2657
11:29:50:993 -> Serial, Testing, Round:2658
11:29:50:996 -> Serial, Testing, Round:2659
11:29:50:998 -> Serial, Testing, Round:2660
11:29:51:001 -> Serial, Testing, Round:2661
11:29:51:004 -> Serial, Testing, Round:2662
11:29:51:006 -> Serial, Testing, Round:2663
11:29:51:009 -> Serial, Testing, Round:2664
11:29:51:009 -> Serial, Testing, Round:2665
11:29:51:012 -> Serial, Testing, Round:2666
11:29:51:015 -> Serial, Testing, Round:2667
11:29:51:018 -> Serial, Testing, Round:2668
11:29:51:020 -> Serial, Testing, Round:2669
11:29:51:023 -> Serial, Testing, Round:2670
11:29:51:026 -> Serial, Testing, Round:2671
11:29:51:029 -> Serial, Testing, Round:2672
11:29:51:031 -> Serial, Testing, Round:2673
11:29:51:034 -> Serial, Testing, Round:2674
11:29:51:037 -> Serial, Testing, Round:2675
11:29:51:037 -> Serial, Testing, Round:2676
11:29:51:040 -> Serial, Testing, Round:2677
11:29:51:043 -> Serial, Testing, Round:2678
11:29:51:045 -> Serial, Testing, Round:2679
11:29:51:049 -> Serial, Testing, Round:2680
11:29:51:051 -> Serial, Testing, Round:2681
11:29:51:054 -> Serial, Testing, Round:2682
11:29:51:057 -> Serial, Testing, Round:2683
11:29:51:059 -> Serial, Testing, Round:2684
11:29:51:062 -> Serial, Testing, Round:2685
11:29:51:062 -> Serial, Testing, Round:2686
11:29:51:065 -> Serial, Testing, Round:2687
11:29:51:068 -> Serial, Testing, Round:2688
11:29:51:070 -> Serial, Testing, Round:2689
11:29:51:073 -> Serial, Testing, Round:2690
11:29:51:076 -> Serial, Testing, Round:2691
11:29:51:079 -> Serial, Testing, Round:2692
11:29:51:081 -> Serial, Testing, Round:2693
11:29:51:084 -> Serial, Testing, Round:2694
11:29:51:087 -> Serial, Testing, Round:2695
11:29:51:090 -> Serial, Testing, Round:2696
11:29:51:090 -> Serial, Testing, Round:2697
11:29:51:093 -> Serial, Testing, Round:2698
11:29:51:096 -> Serial, Testing, Round:2699
11:29:51:098 -> Serial, Testing, Round:2700
11:29:51:101 -> Serial, Testing, Round:2701
11:29:51:104 -> Serial, Testing, Round:2702
11:29:51:107 -> Serial, Testing, Round:2703
11:29:51:109 -> Serial, Testing, Round:2704
11:29:51:112 -> Serial, Testing, Round:2705
11:29:51:115 -> Serial, Testing, Round:2706
11:29:51:118 -> Serial, Testing, Round:2707
11:29:51:118 -> Serial, Testing, Round:2708
11:29:51:120 -> Serial, Testing, Round:2709
11:29:51:123 -> Serial, Testing, Round:2710
11:29:51:126 -> Serial, Testing, Round:2711
11:29:51:129 -> Serial, Testing, Round:2712
11:29:51:131 -> Serial, Testing, Round:2713
11:29:51:134 -> Serial, Testing, Round:2714
11:29:51:137 -> Serial, Testing, Round:2715
11:29:51:140 -> Serial, Testing, Round:2716
11:29:51:143 -> Serial, Testing, Round:2717
11:29:51:143 -> Serial, Testing, Round:2718
11:29:51:146 -> Serial, Testing, Round:2719
11:29:51:148 -> Serial, Testing, Round:2720
11:29:51:151 -> Serial, Testing, Round:2721
11:29:51:154 -> Serial, Testing, Round:2722
11:29:51:156 -> Serial, Testing, Round:2723
11:29:51:159 -> Serial, Testing, Round:2724
11:29:51:162 -> Serial, Testing, Round:2725
11:29:51:165 -> Serial, Testing, Round:2726
11:29:51:168 -> Serial, Testing, Round:2727
11:29:51:170 -> Serial, Testing, Round:2728
11:29:51:170 -> Serial, Testing, Round:2729
11:29:51:173 -> Serial, Testing, Round:2730
11:29:51:176 -> Serial, Testing, Round:2731
11:29:51:179 -> Serial, Testing, Round:2732
11:29:51:181 -> Serial, Testing, Round:2733
11:29:51:184 -> Serial, Testing, Round:2734
11:29:51:187 -> Serial, Testing, Round:2735
11:29:51:190 -> Serial, Testing, Round:2736
11:29:51:193 -> Serial, Testing, Round:2737
11:29:51:195 -> Serial, Testing, Round:2738
11:29:51:199 -> Serial, Testing, Round:2739
11:29:51:199 -> Serial, Testing, Round:2740
11:29:51:201 -> Serial, Testing, Round:2741
11:29:51:204 -> Serial, Testing, Round:2742
11:29:51:206 -> Serial, Testing, Round:2743
11:29:51:209 -> Serial, Testing, Round:2744
11:29:51:212 -> Serial, Testing, Round:2745
11:29:51:215 -> Serial, Testing, Round:2746
11:29:51:218 -> Serial, Testing, Round:2747
11:29:51:220 -> Serial, Testing, Round:2748
11:29:51:223 -> Serial, Testing, Round:2749
11:29:51:223 -> Serial, Testing, Round:2750
11:29:51:226 -> Serial, Testing, Round:2751
11:29:51:229 -> Serial, Testing, Round:2752
11:29:51:231 -> Serial, Testing, Round:2753
11:29:51:234 -> Serial, Testing, Round:2754
11:29:51:237 -> Serial, Testing, Round:2755
11:29:51:240 -> Serial, Testing, Round:2756
11:29:51:243 -> Serial, Testing, Round:2757
11:29:51:247 -> Serial, Testing, Round:2758
11:29:51:254 -> Serial, Testing, Round:2759
11:29:51:254 -> Serial, Testing, Round:2760
11:29:51:254 -> Serial, Testing, Round:2761
11:29:51:255 -> Serial, Testing, Round:2762
11:29:51:258 -> Serial, Testing, Round:2763
11:29:51:260 -> Serial, Testing, Round:2764
11:29:51:263 -> Serial, Testing, Round:2765
11:29:51:265 -> Serial, Testing, Round:2766
11:29:51:269 -> Serial, Testing, Round:2767
11:29:51:271 -> Serial, Testing, Round:2768
11:29:51:273 -> Serial, Testing, Round:2769
11:29:51:276 -> Serial, Testing, Round:2770
11:29:51:279 -> Serial, Testing, Round:2771
11:29:51:279 -> Serial, Testing, Round:2772
11:29:51:282 -> Serial, Testing, Round:2773
11:29:51:285 -> Serial, Testing, Round:2774
11:29:51:287 -> Serial, Testing, Round:2775
11:29:51:290 -> Serial, Testing, Round:2776
11:29:51:293 -> Serial, Testing, Round:2777
11:29:51:296 -> Serial, Testing, Round:2778
11:29:51:298 -> Serial, Testing, Round:2779
11:29:51:301 -> Serial, Testing, Round:2780
11:29:51:304 -> Serial, Testing, Round:2781
11:29:51:304 -> Serial, Testing, Round:2782
11:29:51:306 -> Serial, Testing, Round:2783
11:29:51:309 -> Serial, Testing, Round:2784
11:29:51:312 -> Serial, Testing, Round:2785
11:29:51:315 -> Serial, Testing, Round:2786
11:29:51:318 -> Serial, Testing, Round:2787
11:29:51:320 -> Serial, Testing, Round:2788
11:29:51:323 -> Serial, Testing, Round:2789
11:29:51:326 -> Serial, Testing, Round:2790
11:29:51:329 -> Serial, Testing, Round:2791
11:29:51:331 -> Serial, Testing, Round:2792
11:29:51:331 -> Serial, Testing, Round:2793
11:29:51:334 -> Serial, Testing, Round:2794
11:29:51:337 -> Serial, Testing, Round:2795
11:29:51:340 -> Serial, Testing, Round:2796
11:29:51:343 -> Serial, Testing, Round:2797
11:29:51:345 -> Serial, Testing, Round:2798
11:29:51:348 -> Serial, Testing, Round:2799
11:29:51:351 -> Serial, Testing, Round:2800
11:29:51:354 -> Serial, Testing, Round:2801
11:29:51:356 -> Serial, Testing, Round:2802
11:29:51:359 -> Serial, Testing, Round:2803
11:29:51:359 -> Serial, Testing, Round:2804
11:29:51:362 -> Serial, Testing, Round:2805
11:29:51:365 -> Serial, Testing, Round:2806
11:29:51:368 -> Serial, Testing, Round:2807
11:29:51:370 -> Serial, Testing, Round:2808
11:29:51:373 -> Serial, Testing, Round:2809
11:29:51:376 -> Serial, Testing, Round:2810
11:29:51:379 -> Serial, Testing, Round:2811
11:29:51:382 -> Serial, Testing, Round:2812
11:29:51:384 -> Serial, Testing, Round:2813
11:29:51:384 -> Serial, Testing, Round:2814
11:29:51:387 -> Serial, Testing, Round:2815
11:29:51:390 -> Serial, Testing, Round:2816
11:29:51:393 -> Serial, Testing, Round:2817
11:29:51:395 -> Serial, Testing, Round:2818
11:29:51:398 -> Serial, Testing, Round:2819
11:29:51:403 -> Serial, Testing, Round:2820
11:29:51:404 -> Serial, Testing, Round:2821
11:29:51:407 -> Serial, Testing, Round:2822
11:29:51:409 -> Serial, Testing, Round:2823
11:29:51:412 -> Serial, Testing, Round:2824
11:29:51:412 -> Serial, Testing, Round:2825
11:29:51:415 -> Serial, Testing, Round:2826
11:29:51:418 -> Serial, Testing, Round:2827
11:29:51:420 -> Serial, Testing, Round:2828
11:29:51:423 -> Serial, Testing, Round:2829
11:29:51:426 -> Serial, Testing, Round:2830
11:29:51:429 -> Serial, Testing, Round:2831
11:29:51:431 -> Serial, Testing, Round:2832
11:29:51:434 -> Serial, Testing, Round:2833
11:29:51:437 -> Serial, Testing, Round:2834
11:29:51:440 -> Serial, Testing, Round:2835
11:29:51:440 -> Serial, Testing, Round:2836
11:29:51:443 -> Serial, Testing, Round:2837
11:29:51:445 -> Serial, Testing, Round:2838
11:29:51:448 -> Serial, Testing, Round:2839
11:29:51:451 -> Serial, Testing, Round:2840
11:29:51:462 -> Serial, Testing, Round:2841
11:29:51:462 -> Serial, Testing, Round:2842
11:29:51:462 -> Serial, Testing, Round:2843
11:29:51:463 -> Serial, Testing, Round:2844
11:29:51:465 -> Serial, Testing, Round:2845
11:29:51:465 -> Serial, Testing, Round:2846
11:29:51:469 -> Serial, Testing, Round:2847
11:29:51:470 -> Serial, Testing, Round:2848
11:29:51:473 -> Serial, Testing, Round:2849
11:29:51:476 -> Serial, Testing, Round:2850
11:29:51:479 -> Serial, Testing, Round:2851
11:29:51:481 -> Serial, Testing, Round:2852
11:29:51:484 -> Serial, Testing, Round:2853
11:29:51:487 -> Serial, Testing, Round:2854
11:29:51:490 -> Serial, Testing, Round:2855
11:29:51:493 -> Serial, Testing, Round:2856
11:29:51:493 -> Serial, Testing, Round:2857
11:29:51:495 -> Serial, Testing, Round:2858
11:29:51:498 -> Serial, Testing, Round:2859
11:29:51:501 -> Serial, Testing, Round:2860
11:29:51:504 -> Serial, Testing, Round:2861
11:29:51:507 -> Serial, Testing, Round:2862
11:29:51:509 -> Serial, Testing, Round:2863
11:29:51:512 -> Serial, Testing, Round:2864
11:29:51:516 -> Serial, Testing, Round:2865
11:29:51:518 -> Serial, Testing, Round:2866
11:29:51:528 -> Serial, Testing, Round:2867
11:29:51:528 -> Serial, Testing, Round:2868
11:29:51:528 -> Serial, Testing, Round:2869
11:29:51:528 -> Serial, Testing, Round:2870
11:29:51:529 -> Serial, Testing, Round:2871
11:29:51:531 -> Serial, Testing, Round:2872
11:29:51:534 -> Serial, Testing, Round:2873
11:29:51:537 -> Serial, Testing, Round:2874
11:29:51:540 -> Serial, Testing, Round:2875
11:29:51:543 -> Serial, Testing, Round:2876
11:29:51:545 -> Serial, Testing, Round:2877
11:29:51:545 -> Serial, Testing, Round:2878
11:29:51:548 -> Serial, Testing, Round:2879
11:29:51:551 -> Serial, Testing, Round:2880
11:29:51:554 -> Serial, Testing, Round:2881
11:29:51:557 -> Serial, Testing, Round:2882
11:29:51:559 -> Serial, Testing, Round:2883
11:29:51:562 -> Serial, Testing, Round:2884
11:29:51:565 -> Serial, Testing, Round:2885
11:29:51:568 -> Serial, Testing, Round:2886
11:29:51:571 -> Serial, Testing, Round:2887
11:29:51:573 -> Serial, Testing, Round:2888
11:29:51:573 -> Serial, Testing, Round:2889
11:29:51:576 -> Serial, Testing, Round:2890
11:29:51:579 -> Serial, Testing, Round:2891
11:29:51:581 -> Serial, Testing, Round:2892
11:29:51:584 -> Serial, Testing, Round:2893
11:29:51:587 -> Serial, Testing, Round:2894
11:29:51:590 -> Serial, Testing, Round:2895
11:29:51:593 -> Serial, Testing, Round:2896
11:29:51:595 -> Serial, Testing, Round:2897
11:29:51:598 -> Serial, Testing, Round:2898
11:29:51:601 -> Serial, Testing, Round:2899
11:29:51:601 -> Serial, Testing, Round:2900
11:29:51:605 -> Serial, Testing, Round:2901
11:29:51:607 -> Serial, Testing, Round:2902
11:29:51:609 -> Serial, Testing, Round:2903
11:29:51:615 -> Serial, Testing, Round:2904
11:29:51:617 -> Serial, Testing, Round:2905
11:29:51:619 -> Serial, Testing, Round:2906
11:29:51:622 -> Serial, Testing, Round:2907
11:29:51:624 -> Serial, Testing, Round:2908
11:29:51:627 -> Serial, Testing, Round:2909
11:29:51:627 -> Serial, Testing, Round:2910
11:29:51:629 -> Serial, Testing, Round:2911
11:29:51:632 -> Serial, Testing, Round:2912
11:29:51:634 -> Serial, Testing, Round:2913
11:29:51:638 -> Serial, Testing, Round:2914
11:29:51:640 -> Serial, Testing, Round:2915
11:29:51:643 -> Serial, Testing, Round:2916
11:29:51:645 -> Serial, Testing, Round:2917
11:29:51:648 -> Serial, Testing, Round:2918
11:29:51:651 -> Serial, Testing, Round:2919
11:29:51:654 -> Serial, Testing, Round:2920
11:29:51:654 -> Serial, Testing, Round:2921
11:29:51:656 -> Serial, Testing, Round:2922
11:29:51:659 -> Serial, Testing, Round:2923
11:29:51:662 -> Serial, Testing, Round:2924
11:29:51:665 -> Serial, Testing, Round:2925
11:29:51:668 -> Serial, Testing, Round:2926
11:29:51:670 -> Serial, Testing, Round:2927
11:29:51:673 -> Serial, Testing, Round:2928
11:29:51:676 -> Serial, Testing, Round:2929
11:29:51:679 -> Serial, Testing, Round:2930
11:29:51:681 -> Serial, Testing, Round:2931
11:29:51:681 -> Serial, Testing, Round:2932
11:29:51:684 -> Serial, Testing, Round:2933
11:29:51:687 -> Serial, Testing, Round:2934
11:29:51:690 -> Serial, Testing, Round:2935
11:29:51:693 -> Serial, Testing, Round:2936
11:29:51:695 -> Serial, Testing, Round:2937
11:29:51:698 -> Serial, Testing, Round:2938
11:29:51:701 -> Serial, Testing, Round:2939
11:29:51:704 -> Serial, Testing, Round:2940
11:29:51:706 -> Serial, Testing, Round:2941
11:29:51:706 -> Serial, Testing, Round:2942
11:29:51:709 -> Serial, Testing, Round:2943
11:29:51:713 -> Serial, Testing, Round:2944
11:29:51:715 -> Serial, Testing, Round:2945
11:29:51:718 -> Serial, Testing, Round:2946
11:29:51:720 -> Serial, Testing, Round:2947
11:29:51:723 -> Serial, Testing, Round:2948
11:29:51:726 -> Serial, Testing, Round:2949
11:29:51:729 -> Serial, Testing, Round:2950
11:29:51:731 -> Serial, Testing, Round:2951
11:29:51:734 -> Serial, Testing, Round:2952
11:29:51:734 -> Serial, Testing, Round:2953
11:29:51:740 -> Serial, Testing, Round:2954
11:29:51:740 -> Serial, Testing, Round:2955
11:29:51:743 -> Serial, Testing, Round:2956
11:29:51:745 -> Serial, Testing, Round:2957
11:29:51:748 -> Serial, Testing, Round:2958
11:29:51:751 -> Serial, Testing, Round:2959
11:29:51:754 -> Serial, Testing, Round:2960
11:29:51:757 -> Serial, Testing, Round:2961
11:29:51:759 -> Serial, Testing, Round:2962
11:29:51:762 -> Serial, Testing, Round:2963
11:29:51:762 -> Serial, Testing, Round:2964
11:29:51:765 -> Serial, Testing, Round:2965
11:29:51:768 -> Serial, Testing, Round:2966
11:29:51:770 -> Serial, Testing, Round:2967
11:29:51:773 -> Serial, Testing, Round:2968
11:29:51:776 -> Serial, Testing, Round:2969
11:29:51:779 -> Serial, Testing, Round:2970
11:29:51:781 -> Serial, Testing, Round:2971
11:29:51:784 -> Serial, Testing, Round:2972
11:29:51:787 -> Serial, Testing, Round:2973
11:29:51:787 -> Serial, Testing, Round:2974
11:29:51:790 -> Serial, Testing, Round:2975
11:29:51:793 -> Serial, Testing, Round:2976
11:29:51:795 -> Serial, Testing, Round:2977
11:29:51:798 -> Serial, Testing, Round:2978
11:29:51:801 -> Serial, Testing, Round:2979
11:29:51:804 -> Serial, Testing, Round:2980
11:29:51:807 -> Serial, Testing, Round:2981
11:29:51:809 -> Serial, Testing, Round:2982
11:29:51:812 -> Serial, Testing, Round:2983
11:29:51:815 -> Serial, Testing, Round:2984
11:29:51:815 -> Serial, Testing, Round:2985
11:29:51:818 -> Serial, Testing, Round:2986
11:29:51:820 -> Serial, Testing, Round:2987
11:29:51:823 -> Serial, Testing, Round:2988
11:29:51:826 -> Serial, Testing, Round:2989
11:29:51:829 -> Serial, Testing, Round:2990
11:29:51:831 -> Serial, Testing, Round:2991
11:29:51:834 -> Serial, Testing, Round:2992
11:29:51:837 -> Serial, Testing, Round:2993
11:29:51:840 -> Serial, Testing, Round:2994
11:29:51:843 -> Serial, Testing, Round:2995
11:29:51:843 -> Serial, Testing, Round:2996
11:29:51:845 -> Serial, Testing, Round:2997
11:29:51:848 -> Serial, Testing, Round:2998
11:29:51:851 -> Serial, Testing, Round:2999
11:29:51:854 -> Serial, Testing, Round:3000
11:29:51:856 -> Serial, Testing, Round:3001
11:29:51:859 -> Serial, Testing, Round:3002
11:29:51:862 -> Serial, Testing, Round:3003
11:29:51:865 -> Serial, Testing, Round:3004
11:29:51:868 -> Serial, Testing, Round:3005
