11:29:13:841 -> �ѥ��� Round:0
11:29:13:841 -> Serial, Testing, Round:0
11:29:18:143 -> Serial, Testing, Round:0
11:29:18:146 -> Serial, Testing, Round:0
11:29:18:149 -> Serial, Testing, Round:0
11:29:18:152 -> Serial, Testing, Round:0
11:29:18:154 -> Serial, Testing, Round:0
11:29:18:157 -> Serial, Testing, Round:0
11:29:18:157 -> Serial, Testing, Round:0
11:29:18:160 -> Serial, Testing, Round:0
11:29:18:163 -> Serial, Testing, Round:0
11:29:18:165 -> Serial, Testing, Round:0
11:29:18:168 -> Serial, Testing, Round:0
11:29:18:168 -> Serial, Testing, Round:0
11:29:18:171 -> Serial, Testing, Round:0
11:29:18:174 -> Serial, Testing, Round:0
11:29:18:177 -> Serial, Testing, Round:0
11:29:18:179 -> Serial, Testing, Round:0
11:29:18:179 -> Serial, Testing, Round:0
11:29:18:182 -> Serial, Testing, Round:0
11:29:18:185 -> Serial, Testing, Round:0
11:29:18:188 -> Serial, Testing, Round:0
11:29:18:190 -> Serial, Testing, Round:0
11:29:18:193 -> Serial, Testing, Round:0
11:29:18:193 -> Serial, Testing, Round:0
11:29:18:196 -> Serial, Testing, Round:0
11:29:18:199 -> Serial, Testing, Round:0
11:29:18:202 -> Serial, Testing, Round:0
11:29:18:204 -> Serial, Testing, Round:0
11:29:18:204 -> Serial, Testing, Round:0
11:29:18:207 -> Serial, Testing, Round:0
11:29:18:210 -> Serial, Testing, Round:0
11:29:18:213 -> Serial, Testing, Round:0
11:29:18:215 -> Serial, Testing, Round:0
11:29:18:215 -> Serial, Testing, Round:0
11:29:18:218 -> Serial, Testing, Round:0
11:29:18:221 -> Serial, Testing, Round:0
11:29:18:224 -> Serial, Testing, Round:0
11:29:18:227 -> Serial, Testing, Round:0
11:29:18:229 -> Serial, Testing, Round:0
11:29:18:229 -> Serial, Testing, Round:0
11:29:18:232 -> Serial, Testing, Round:0
11:29:18:235 -> Serial, Testing, Round:0
11:29:18:238 -> Serial, Testing, Round:0
11:29:18:240 -> Serial, Testing, Round:0
11:29:18:240 -> Serial, Testing, Round:0
11:29:18:243 -> Serial, Testing, Round:0
11:29:18:247 -> Serial, Testing, Round:0
11:29:18:249 -> Serial, Testing, Round:0
11:29:18:252 -> Serial, Testing, Round:0
11:29:18:252 -> Serial, Testing, Round:0
11:29:18:254 -> Serial, Testing, Round:0
11:29:18:257 -> Serial, Testing, Round:0
11:29:18:260 -> Serial, Testing, Round:0
11:29:18:263 -> Serial, Testing, Round:0
11:29:18:265 -> Serial, Testing, Round:0
11:29:18:265 -> Serial, Testing, Round:0
11:29:18:268 -> Serial, Testing, Round:0
11:29:18:271 -> Serial, Testing, Round:0
11:29:18:274 -> Serial, Testing, Round:0
11:29:18:277 -> Serial, Testing, Round:0
11:29:18:277 -> Serial, Testing, Round:0
11:29:18:279 -> Serial, Testing, Round:0
11:29:18:282 -> Serial, Testing, Round:0
11:29:18:285 -> Serial, Testing, Round:0
11:29:18:288 -> Serial, Testing, Round:0
11:29:18:288 -> Serial, Testing, Round:0
11:29:18:290 -> Serial, Testing, Round:0
11:29:18:294 -> Serial, Testing, Round:0
11:29:18:296 -> Serial, Testing, Round:0
11:29:18:299 -> Serial, Testing, Round:0
11:29:18:302 -> Serial, Testing, Round:0
11:29:18:302 -> Serial, Testing, Round:0
11:29:18:305 -> Serial, Testing, Round:0
11:29:18:307 -> Serial, Testing, Round:0
11:29:18:310 -> Serial, Testing, Round:0
11:29:18:313 -> Serial, Testing, Round:0
11:29:18:313 -> Serial, Testing, Round:0
11:29:18:315 -> Serial, Testing, Round:0
11:29:18:318 -> Serial, Testing, Round:0
11:29:18:321 -> Serial, Testing, Round:0
11:29:18:324 -> Serial, Testing, Round:0
11:29:18:324 -> Serial, Testing, Round:0
11:29:18:327 -> Serial, Testing, Round:0
11:29:18:330 -> Serial, Testing, Round:0
11:29:18:332 -> Serial, Testing, Round:0
11:29:18:335 -> Serial, Testing, Round:0
11:29:18:338 -> Serial, Testing, Round:0
11:29:18:338 -> Serial, Testing, Round:0
11:29:18:340 -> Serial, Testing, Round:0
11:29:18:343 -> Serial, Testing, Round:0
11:29:18:347 -> Serial, Testing, Round:0
11:29:18:349 -> Serial, Testing, Round:0
11:29:18:349 -> Serial, Testing, Round:0
11:29:18:352 -> Serial, Testing, Round:0
11:29:18:354 -> Serial, Testing, Round:0
11:29:18:357 -> Serial, Testing, Round:0
11:29:18:360 -> Serial, Testing, Round:0
11:29:18:360 -> Serial, Testing, Round:0
11:29:18:363 -> Serial, Testing, Round:0
11:29:18:365 -> Serial, Testing, Round:0
11:29:18:368 -> Serial, Testing, Round:0
11:29:18:371 -> Serial, Testing, Round:0
11:29:18:374 -> Serial, Testing, Round:0
11:29:18:374 -> Serial, Testing, Round:0
11:29:18:377 -> Serial, Testing, Round:0
11:29:18:379 -> Serial, Testing, Round:0
11:29:18:382 -> Serial, Testing, Round:0
11:29:18:385 -> Serial, Testing, Round:0
11:29:18:385 -> Serial, Testing, Round:0
11:29:18:388 -> Serial, Testing, Round:0
11:29:18:390 -> Serial, Testing, Round:0
11:29:18:393 -> Serial, Testing, Round:0
11:29:18:396 -> Serial, Testing, Round:0
11:29:18:396 -> Serial, Testing, Round:0
11:29:18:399 -> Serial, Testing, Round:0
11:29:18:402 -> Serial, Testing, Round:0
11:29:18:404 -> Serial, Testing, Round:0
11:29:18:407 -> Serial, Testing, Round:0
11:29:18:410 -> Serial, Testing, Round:0
11:29:18:410 -> Serial, Testing, Round:0
11:29:18:413 -> Serial, Testing, Round:0
11:29:18:415 -> Serial, Testing, Round:0
11:29:18:418 -> Serial, Testing, Round:0
11:29:18:421 -> Serial, Testing, Round:0
11:29:18:421 -> Serial, Testing, Round:0
11:29:18:424 -> Serial, Testing, Round:0
11:29:18:427 -> Serial, Testing, Round:0
11:29:18:429 -> Serial, Testing, Round:0
11:29:18:432 -> Serial, Testing, Round:0
11:29:18:432 -> Serial, Testing, Round:0
11:29:18:435 -> Serial, Testing, Round:0
11:29:18:438 -> Serial, Testing, Round:0
11:29:18:440 -> Serial, Testing, Round:0
11:29:18:443 -> Serial, Testing, Round:0
11:29:18:446 -> Serial, Testing, Round:0
11:29:18:446 -> Serial, Testing, Round:0
11:29:18:449 -> Serial, Testing, Round:0
11:29:18:452 -> Serial, Testing, Round:0
11:29:18:455 -> Serial, Testing, Round:0
11:29:18:457 -> Serial, Testing, Round:0
11:29:18:457 -> Serial, Testing, Round:0
11:29:18:460 -> Serial, Testing, Round:0
11:29:18:463 -> Serial, Testing, Round:0
11:29:18:465 -> Serial, Testing, Round:0
11:29:18:468 -> Serial, Testing, Round:0
11:29:18:468 -> Serial, Testing, Round:0
11:29:18:471 -> Serial, Testing, Round:0
11:29:18:474 -> Serial, Testing, Round:0
11:29:18:477 -> Serial, Testing, Round:0
11:29:18:479 -> Serial, Testing, Round:0
11:29:18:482 -> Serial, Testing, Round:0
11:29:18:482 -> Serial, Testing, Round:0
11:29:18:487 -> Serial, Testing, Round:0
11:29:18:489 -> Serial, Testing, Round:0
11:29:18:492 -> Serial, Testing, Round:0
11:29:18:494 -> Serial, Testing, Round:0
11:29:18:494 -> Serial, Testing, Round:0
11:29:18:497 -> Serial, Testing, Round:0
11:29:18:503 -> Serial, Testing, Round:0
11:29:18:503 -> Serial, Testing, Round:0
11:29:18:505 -> Serial, Testing, Round:0
11:29:18:505 -> Serial, Testing, Round:0
11:29:18:508 -> Serial, Testing, Round:0
11:29:18:510 -> Serial, Testing, Round:0
11:29:18:513 -> Serial, Testing, Round:0
11:29:18:516 -> Serial, Testing, Round:0
11:29:18:518 -> Serial, Testing, Round:0
11:29:18:518 -> Serial, Testing, Round:0
11:29:18:521 -> Serial, Testing, Round:0
11:29:18:524 -> Serial, Testing, Round:0
11:29:18:527 -> Serial, Testing, Round:0
11:29:18:529 -> Serial, Testing, Round:0
11:29:18:529 -> Serial, Testing, Round:0
11:29:18:532 -> Serial, Testing, Round:0
11:29:18:535 -> Serial, Testing, Round:0
11:29:18:538 -> Serial, Testing, Round:0
11:29:18:540 -> Serial, Testing, Round:0
11:29:18:540 -> Serial, Testing, Round:0
11:29:18:543 -> Serial, Testing, Round:0
11:29:18:546 -> Serial, Testing, Round:0
11:29:18:549 -> Serial, Testing, Round:0
11:29:18:552 -> Serial, Testing, Round:0
11:29:18:554 -> Serial, Testing, Round:0
11:29:18:554 -> Serial, Testing, Round:0
11:29:18:557 -> Serial, Testing, Round:0
11:29:18:560 -> Serial, Testing, Round:0
11:29:18:563 -> Serial, Testing, Round:0
11:29:18:565 -> Serial, Testing, Round:0
11:29:18:565 -> Serial, Testing, Round:0
11:29:18:568 -> Serial, Testing, Round:0
11:29:18:571 -> Serial, Testing, Round:0
11:29:18:574 -> Serial, Testing, Round:0
11:29:18:577 -> Serial, Testing, Round:0
11:29:18:577 -> Serial, Testing, Round:0
11:29:18:579 -> Serial, Testing, Round:0
11:29:18:582 -> Serial, Testing, Round:0
11:29:18:585 -> Serial, Testing, Round:0
11:29:18:588 -> Serial, Testing, Round:0
11:29:18:590 -> Serial, Testing, Round:0
11:29:18:590 -> Serial, Testing, Round:0
11:29:18:593 -> Serial, Testing, Round:0
11:29:18:596 -> Serial, Testing, Round:0
11:29:18:600 -> Serial, Testing, Round:0
11:29:18:602 -> Serial, Testing, Round:0
11:29:18:602 -> Serial, Testing, Round:0
11:29:18:605 -> Serial, Testing, Round:0
11:29:18:607 -> Serial, Testing, Round:0
11:29:18:610 -> Serial, Testing, Round:0
11:29:18:613 -> Serial, Testing, Round:0
11:29:18:613 -> Serial, Testing, Round:0
11:29:18:616 -> Serial, Testing, Round:0
11:29:18:618 -> Serial, Testing, Round:0
11:29:18:621 -> Serial, Testing, Round:0
11:29:18:624 -> Serial, Testing, Round:0
11:29:18:627 -> Serial, Testing, Round:0
11:29:18:627 -> Serial, Testing, Round:0
11:29:18:629 -> Serial, Testing, Round:0
11:29:18:632 -> Serial, Testing, Round:0
11:29:18:635 -> Serial, Testing, Round:0
11:29:18:638 -> Serial, Testing, Round:0
11:29:18:638 -> Serial, Testing, Round:0
11:29:18:640 -> Serial, Testing, Round:0
11:29:18:643 -> Serial, Testing, Round:0
11:29:18:647 -> Serial, Testing, Round:0
11:29:18:649 -> Serial, Testing, Round:0
11:29:18:649 -> Serial, Testing, Round:0
11:29:18:652 -> Serial, Testing, Round:0
11:29:18:654 -> Serial, Testing, Round:0
11:29:18:657 -> Serial, Testing, Round:0
11:29:18:660 -> Serial, Testing, Round:0
11:29:18:663 -> Serial, Testing, Round:0
11:29:18:663 -> Serial, Testing, Round:0
11:29:18:665 -> Serial, Testing, Round:0
11:29:18:668 -> Serial, Testing, Round:0
11:29:18:671 -> Serial, Testing, Round:0
11:29:18:674 -> Serial, Testing, Round:0
11:29:18:674 -> Serial, Testing, Round:0
11:29:18:677 -> Serial, Testing, Round:0
11:29:18:679 -> Serial, Testing, Round:0
11:29:18:682 -> Serial, Testing, Round:0
11:29:18:685 -> Serial, Testing, Round:0
11:29:18:685 -> Serial, Testing, Round:0
11:29:18:688 -> Serial, Testing, Round:0
11:29:18:690 -> Serial, Testing, Round:0
11:29:18:693 -> Serial, Testing, Round:0
11:29:18:696 -> Serial, Testing, Round:0
11:29:18:699 -> Serial, Testing, Round:0
11:29:18:699 -> Serial, Testing, Round:0
11:29:18:702 -> Serial, Testing, Round:0
11:29:18:704 -> Serial, Testing, Round:0
11:29:18:707 -> Serial, Testing, Round:0
11:29:18:710 -> Serial, Testing, Round:0
11:29:18:710 -> Serial, Testing, Round:0
11:29:18:713 -> Serial, Testing, Round:0
11:29:18:715 -> Serial, Testing, Round:0
11:29:18:718 -> Serial, Testing, Round:0
11:29:18:721 -> Serial, Testing, Round:0
11:29:18:721 -> Serial, Testing, Round:0
11:29:18:724 -> Serial, Testing, Round:0
11:29:18:727 -> Serial, Testing, Round:0
11:29:18:729 -> Serial, Testing, Round:0
11:29:18:732 -> Serial, Testing, Round:0
, Testing, Round:0
11:29:18:738 -> Serial, Testing, Round:0
11:29:18:740 -> Serial, Testing, R11:29:18:735 -> Serial, Testing, Round:0
11:29:18:735 -> Serialound:0
11:29:18:743 -> Serial, Testing, Round:0
11:29:18:746 -> Serial, Testing, Round:0
11:29:18:746 -> Serial, Testing, Round:0
11:29:18:750 -> Serial, Testing, Round:0
11:29:18:752 -> Serial, Testing, Round:0
11:29:18:755 -> Serial, Testing, Round:0
11:29:18:757 -> Serial, Testing, Round:0
11:29:18:757 -> Serial, Testing, Round:0
11:29:18:760 -> Serial, Testing, Round:0
11:29:18:763 -> Serial, Testing, Round:0
11:29:18:765 -> Serial, Testing, Round:0
11:29:18:768 -> Serial, Testing, Round:0
11:29:18:771 -> Serial, Testing, Round:0
11:29:18:771 -> Serial, Testing, Round:0
11:29:18:774 -> Serial, Testing, Round:0
11:29:18:777 -> Serial, Testing, Round:0
11:29:18:779 -> Serial, Testing, Round:0
11:29:18:782 -> Serial, Testing, Round:0
11:29:18:782 -> Serial, Testing, Round:0
11:29:18:785 -> Serial, Testing, Round:0
11:29:18:788 -> Serial, Testing, Round:0
11:29:18:790 -> Serial, Testing, Round:0
11:29:18:793 -> Serial, Testing, Round:0
11:29:18:793 -> Serial, Testing, Round:0
11:29:18:796 -> Serial, Testing, Round:0
11:29:18:799 -> Serial, Testing, Round:0
11:29:18:802 -> Serial, Testing, Round:0
11:29:18:804 -> Serial, Testing, Round:0
11:29:18:807 -> Serial, Testing, Round:0
11:29:18:807 -> Serial, Testing, Round:0
11:29:18:810 -> Serial, Testing, Round:0
11:29:18:813 -> Serial, Testing, Round:0
11:29:18:815 -> Serial, Testing, Round:0
11:29:18:818 -> Serial, Testing, Round:0
11:29:18:818 -> Serial, Testing, Round:0
11:29:18:821 -> Serial, Testing, Round:0
11:29:18:824 -> Serial, Testing, Round:0
11:29:18:827 -> Serial, Testing, Round:0
11:29:18:829 -> Serial, Testing, Round:0
11:29:18:829 -> Serial, Testing, Round:0
11:29:18:832 -> Serial, Testing, Round:0
11:29:18:835 -> Serial, Testing, Round:0
11:29:18:838 -> Serial, Testing, Round:0
11:29:18:840 -> Serial, Testing, Round:0
11:29:18:843 -> Serial, Testing, Round:0
11:29:18:843 -> Serial, Testing, Round:0
11:29:18:847 -> Serial, Testing, Round:0
11:29:18:849 -> Serial, Testing, Round:0
11:29:18:852 -> Serial, Testing, Round:0
11:29:18:854 -> Serial, Testing, Round:0
11:29:18:854 -> Serial, Testing, Round:0
11:29:18:857 -> Serial, Testing, Round:0
11:29:18:860 -> Serial, Testing, Round:0
11:29:18:863 -> Serial, Testing, Round:0
11:29:18:865 -> Serial, Testing, Round:0
11:29:18:865 -> Serial, Testing, Round:0
11:29:18:868 -> Serial, Testing, Round:0
11:29:18:871 -> Serial, Testing, Round:0
11:29:18:874 -> Serial, Testing, Round:0
11:29:18:877 -> Serial, Testing, Round:0
11:29:18:879 -> Serial, Testing, Round:0
11:29:18:879 -> Serial, Testing, Round:0
11:29:18:882 -> Serial, Testing, Round:0
11:29:18:885 -> Serial, Testing, Round:0
11:29:18:888 -> Serial, Testing, Round:0
11:29:18:891 -> Serial, Testing, Round:0
11:29:18:891 -> Serial, Testing, Round:0
11:29:18:893 -> Serial, Testing, Round:0
11:29:18:896 -> Serial, Testing, Round:0
11:29:18:899 -> Serial, Testing, Round:0
11:29:18:902 -> Serial, Testing, Round:0
11:29:18:902 -> Serial, Testing, Round:0
11:29:18:907 -> Serial, Testing, Round:0
11:29:18:908 -> Serial, Testing, Round:0
11:29:18:911 -> Serial, Testing, Round:0
11:29:18:913 -> Serial, Testing, Round:0
11:29:18:916 -> Serial, Testing, Round:0
11:29:18:916 -> Serial, Testing, Round:0
11:29:18:920 -> Serial, Testing, Round:0
11:29:18:921 -> Serial, Testing, Round:0
11:29:18:924 -> Serial, Testing, Round:0
11:29:18:927 -> Serial, Testing, Round:0
11:29:18:927 -> Serial, Testing, Round:0
11:29:18:930 -> Serial, Testing, Round:0
11:29:18:932 -> Serial, Testing, Round:0
11:29:18:936 -> Serial, Testing, Roundrial, Testing, Round:0
11:29:18:941 -> Serial, Testing, Round:0
11:29:18:943 -> Serial, Testin:0
11:29:18:938 -> Serial, Testing, Round:0
11:29:18:938 -> Seg, Round:0
11:29:18:947 -> Serial, Testing, Round:0
11:29:18:949 -> Serial, Testing, Round:0
11:29:18:952 -> Serial, Testing, Round:0
11:29:18:952 -> Serial, Testing, Round:0
11:29:18:954 -> Serial, Testing, Round:0
11:29:18:957 -> Serial, Testing, Round:0
11:29:18:960 -> Serial, Testing, Round:0
11:29:18:963 -> Serial, Testing, Round:0
11:29:18:963 -> Serial, Testing, Round:0
11:29:18:965 -> Serial, Testing, Round:0
11:29:18:968 -> Serial, Testing, Round:0
11:29:18:971 -> Serial, Testing, Round:0
11:29:18:974 -> Serial, Testing, Round:0
11:29:18:974 -> Serial, Testing, Round:0
11:29:18:977 -> Serial, Testing, Round:0
11:29:18:979 -> Serial, Testing, Round:0
11:29:18:982 -> Serial, Testing, Round:0
11:29:18:985 -> Serial, Testing, Round:0
11:29:18:988 -> Serial, Testing, Round:0
11:29:18:988 -> Serial, Testing, Round:0
11:29:18:990 -> Serial, Testing, Round:0
11:29:18:993 -> Serial, Testing, Round:0
11:29:18:996 -> Serial, Testing, Round:0
11:29:18:999 -> Serial, Testing, Round:0
11:29:18:999 -> Serial, Testing, Round:0
11:29:19:002 -> Serial, Testing, Round:0
11:29:19:004 -> Serial, Testing, Round:0
11:29:19:007 -> Serial, Testing, Round:0
11:29:19:010 -> Serial, Testing, Round:0
11:29:19:010 -> Serial, Testing, Round:0
11:29:19:013 -> Serial, Testing, Round:0
11:29:19:015 -> Serial, Testing, Round:0
11:29:19:018 -> Serial, Testing, Round:0
11:29:19:021 -> Serial, Testing, Round:0
11:29:19:024 -> Serial, Testing, Round:0
11:29:19:024 -> Serial, Testing, Round:0
11:29:19:027 -> Serial, Testing, Round:0
11:29:19:029 -> Serial, Testing, Round:0
11:29:19:032 -> Serial, Testing, Round:0
11:29:19:035 -> Serial, Testing, Round:0
11:29:19:035 -> Serial, Testing, Round:0
11:29:19:038 -> Serial, Testing, Round:0
11:29:19:040 -> Serial, Testing, Round:0
11:29:19:043 -> Serial, Testing, Round:0
11:29:19:046 -> Serial, Testing, Round:0
11:29:19:046 -> Serial, Testing, Round:0
11:29:19:049 -> Serial, Testing, Round:0
11:29:19:052 -> Serial, Testing, Round:0
11:29:19:054 -> Serial, Testing, Round:0
11:29:19:057 -> Serial, Testing, Round:0
11:29:19:060 -> Serial, Testing, Round:0
11:29:19:060 -> Serial, Testing, Round:0
11:29:19:063 -> Serial, Testing, Round:0
11:29:19:065 -> Serial, Testing, Round:0
11:29:19:068 -> Serial, Testing, Round:0
11:29:19:071 -> Serial, Testing, Round:0
11:29:19:071 -> Serial, Testing, Round:0
11:29:19:074 -> Serial, Testing, Round:0
11:29:19:077 -> Serial, Testing, Round:0
11:29:19:079 -> Serial, Testing, Round:0
11:29:19:082 -> Serial, Testing, Round:0
11:29:19:082 -> Serial, Testing, Round:0
11:29:19:085 -> Serial, Testing, Round:0
11:29:19:088 -> Serial, Testing, Round:0
11:29:19:090 -> Serial, Testing, Round:0
11:29:19:093 -> Serial, Testing, Round:0
11:29:19:097 -> Serial, Testing, Round:0
11:29:19:097 -> Serial, Testing, Round:0
11:29:19:099 -> Serial, Testing, Round:0
11:29:19:102 -> Serial, Testing, Round:0
11:29:19:104 -> Serial, Testing, Round:0
11:29:19:107 -> Serial, Testing, Round:0
11:29:19:107 -> Serial, Testing, Round:0
11:29:19:110 -> Serial, Testing, Round:0
11:29:19:113 -> Serial, Testing, Round:0
11:29:19:115 -> Serial, Testing, Round:0
11:29:19:118 -> Serial, Testing, Round:0
11:29:19:118 -> Serial, Testing, Round:0
11:29:19:121 -> Serial, Testing, Round:0
11:29:19:124 -> Serial, Testing, Round:0
11:29:19:127 -> Serial, Testing, Round:0
11:29:19:129 -> Serial, Testing, Round:0
11:29:19:132 -> Serial, Testing, Round:0
11:29:19:132 -> Serial, Testing, Round:0
11:29:19:135 -> Serial, Testing, Round:0
11:29:19:138 -> Serial, Testing, R
11:29:19:143 -> Serial, Testing, Round:0
11:29:19:143 -> Seriound:0
11:29:19:140 -> Serial, Testing, Round:0al, Testing, Round:0
11:29:19:147 -> Serial, Testing, Round:0
11:29:19:149 -> Serial, Testing, Round:0
11:29:19:152 -> Serial, Testing, Round:0
11:29:19:154 -> Serial, Testing, Round:0
11:29:19:154 -> Serial, Testing, Round:0
11:29:19:157 -> Serial, Testing, Round:0
11:29:19:160 -> Serial, Testing, Round:0
11:29:19:163 -> Serial, Testing, Round:0
11:29:19:165 -> Serial, Testing, Round:0
11:29:19:168 -> Serial, Testing, Round:0
11:29:19:168 -> Serial, Testing, Round:0
11:29:19:171 -> Serial, Testing, Round:0
11:29:19:174 -> Serial, Testing, Round:0
11:29:19:177 -> Serial, Testing, Round:0
11:29:19:179 -> Serial, Testing, Round:0
11:29:19:179 -> Serial, Testing, Round:0
11:29:19:182 -> Serial, Testing, Round:0
11:29:19:185 -> Serial, Testing, Round:0
11:29:19:188 -> Serial, Testing, Round:0
11:29:19:190 -> Serial, Testing, Round:0
11:29:19:190 -> Serial, Testing, Round:0
11:29:19:193 -> Serial, Testing, Round:0
11:29:19:196 -> Serial, Testing, Round:0
11:29:19:199 -> Serial, Testing, Round:0
11:29:19:202 -> Serial, Testing, Round:0
11:29:19:204 -> Serial, Testing, Round:0
11:29:19:204 -> Serial, Testing, Round:0
11:29:19:207 -> Serial, Testing, Round:0
11:29:19:210 -> Serial, Testing, Round:0
11:29:19:213 -> Serial, Testing, Round:0
11:29:19:215 -> Serial, Testing, Round:0
11:29:19:215 -> Serial, Testing, Round:0
11:29:19:218 -> Serial, Testing, Round:0
11:29:19:221 -> Serial, Testing, Round:0
11:29:19:224 -> Serial, Testing, Round:0
11:29:19:227 -> Serial, Testing, Round:0
11:29:19:227 -> Serial, Testing, Round:0
11:29:19:229 -> Serial, Testing, Round:0
11:29:19:232 -> Serial, Testing, Round:0
11:29:19:235 -> Serial, Testing, Round:0
11:29:19:238 -> Serial, Testing, Round:0
11:29:19:240 -> Serial, Testing, Round:0
11:29:19:240 -> Serial, Testing, Round:0
11:29:19:243 -> Serial, Testing, Round:0
11:29:19:246 -> Serial, Testing, Round:0
11:29:19:250 -> Serial, Testing, Round:0
11:29:19:252 -> Serial, Testing, Round:0
11:29:19:252 -> Serial, Testing, Round:0
11:29:19:254 -> Serial, Testing, Round:0
11:29:19:257 -> Serial, Testing, Round:0
11:29:19:260 -> Serial, Testing, Round:0
11:29:19:263 -> Serial, Testing, Round:0
11:29:19:263 -> Serial, Testing, Round:0
11:29:19:265 -> Serial, Testing, Round:0
11:29:19:268 -> Serial, Testing, Round:0
11:29:19:271 -> Serial, Testing, Round:0
11:29:19:274 -> Serial, Testing, Round:0
11:29:19:277 -> Serial, Testing, Round:0
11:29:19:277 -> Serial, Testing, Round:0
11:29:19:279 -> Serial, Testing, Round:0
11:29:19:282 -> Serial, Testing, Round:0
11:29:19:285 -> Serial, Testing, Round:0
11:29:19:288 -> Serial, Testing, Round:0
11:29:19:288 -> Serial, Testing, Round:0
11:29:19:290 -> Serial, Testing, Round:0
11:29:19:293 -> Serial, Testing, Round:0
11:29:19:296 -> Serial, Testing, Round:0
11:29:19:299 -> Serial, Testing, Round:0
11:29:19:299 -> Serial, Testing, Round:0
11:29:19:302 -> Serial, Testing, Round:0
11:29:19:304 -> Serial, Testing, Round:0
11:29:19:307 -> Serial, Testing, Round:0
11:29:19:310 -> Serial, Testing, Round:0
11:29:19:313 -> Serial, Testing, Round:0
11:29:19:313 -> Serial, Testing, Round:0
11:29:19:315 -> Serial, Testing, Round:0
11:29:19:318 -> Serial, Testing, Round:0
11:29:19:321 -> Serial, Testing, Round:0
11:29:19:324 -> Serial, Testing, Round:0
11:29:19:324 -> Serial, Testing, Round:0
11:29:19:327 -> Serial, Testing, Round:0
11:29:19:329 -> Serial, Testing, Round:0
11:29:19:332 -> Serial, Testing, Round:0
11:29:19:335 -> Serial, Testing, Round:0
11:29:19:335 -> Serial, Testing, Round:0
11:29:19:338 -> Serial, Testing, Round:0
11:29:19:340 -> Serial, Testing, Round:0
11:29:19:343 -> Serial, Testing, Round:0
11:29:19:346 -> Serial, Testing, Round:0
11:29:19:349 -> Serial, Testing, Round:0
11:29:19:349 -> Serial, Testing, Round:0
11:29:19:352 -> Serial, Testing, Round:0
11:29:19:354 -> Serial, Testing, Round:0
11:29:19:357 -> Serial, Testing, Round:0
11:29:19:360 -> Serial, Testing, Round:0
11:29:19:360 -> Serial, Testing, Round:0
11:29:19:363 -> Serial, Testing, Round:0
11:29:19:365 -> Serial, Testing, Round:0
11:29:19:368 -> Serial, Testing, Round:0
11:29:19:371 -> Serial, Testing, Round:0
11:29:19:371 -> Serial, Testing, Round:0
11:29:19:374 -> Serial, Testing, Round:0
11:29:19:377 -> Serial, Testing, Round:0
11:29:19:379 -> Serial, Testing, Round:0
11:29:19:382 -> Serial, Testing, Round:0
11:29:19:385 -> Serial, Testing, Round:0
11:29:19:385 -> Serial, Testing, Round:0
11:29:19:388 -> Serial, Testing, Round:0
11:29:19:390 -> Serial, Testing, Round:0
11:29:19:394 -> Serial, Testing, Round:0
11:29:19:396 -> Serial, Testing, Round:0
11:29:19:396 -> Serial, Testing, Round:0
11:29:19:399 -> Serial, Testing, Round:0
11:29:19:402 -> Serial, Testing, Round:0
11:29:19:404 -> Serial, Testing, Round:0
11:29:19:407 -> Serial, Testing, Round:0
11:29:19:407 -> Serial, Testing, Round:0
11:29:19:410 -> Serial, Testing, Round:0
11:29:19:413 -> Serial, Testing, Round:0
11:29:19:418 -> Serial, Testing, Round:0
11:29:19:420 -> Serial, Testing, Round:0
11:29:19:422 -> Serial, Testing, Round:0
11:29:19:422 -> Serial, Testing, Round:0
11:29:19:425 -> Serial, Testing, Round:0
11:29:19:428 -> Serial, Testing, Round:0
11:29:19:430 -> Serial, Testing, Round:0
11:29:19:433 -> Serial, Testing, Round:0
11:29:19:433 -> Serial, Testing, Round:0
11:29:19:437 -> Serial, Testing, Round:0
11:29:19:438 -> Serial, Testing, Round:0
11:29:19:441 -> Serial, Testing, Round:0
11:29:19:444 -> Serial, Testing, Round:0
11:29:19:444 -> Serial, Testing, Round:0
11:29:19:450 -> Serial, Testing, Round:0
11:29:19:450 -> Serial, Testing, Round:0
11:29:19:452 -> Serial, Testing, Round:0
11:29:19:454 -> Serial, Testing, Round:0
11:29:19:457 -> Serial, Testing, Round:0
11:29:19:457 -> Serial, Testing, Round:0
11:29:19:460 -> Serial, Testing, Round:0
11:29:19:463 -> Serial, Testing, Round:0
11:29:19:465 -> Serial, Testing, Round:0
11:29:19:468 -> Serial, Testing, Round:0
11:29:19:468 -> Serial, Testing, Round:0
11:29:19:471 -> Serial, Testing, Round:0
11:29:19:474 -> Serial, Testing, Round:0
11:29:19:477 -> Serial, Testing, Round:0
11:29:19:479 -> Serial, Testing, Round:0
11:29:19:479 -> Serial, Testing, Round:0
11:29:19:482 -> Serial, Testing, Round:0
11:29:19:485 -> Serial, Testing, Round:0
11:29:19:488 -> Serial, Testing, Round:0
11:29:19:490 -> Serial, Testing, Round:0
11:29:19:493 -> Serial, Testing, Round:0
11:29:19:493 -> Serial, Testing, Round:0
11:29:19:496 -> Serial, Testing, Round:0
11:29:19:499 -> Serial, Testing, Round:0
11:29:19:502 -> Serial, Testing, Round:0
11:29:19:504 -> Serial, Testing, Round:0
11:29:19:504 -> Serial, Testing, Round:0
11:29:19:507 -> Serial, Testing, Round:0
11:29:19:510 -> Serial, Testing, Round:0
